review_id,source,airline,review_date,review_title,review_text,rating,traveler_type,route,seat_type,recommended,disruption_type,raw_text,is_synthetic
synthetic_00235,Synthetic Fallback Dataset,British Airways,2025-01-04,Same-day cancellation with surprisingly clear support,"My flight from ORD to MCO on British Airways was cancelled, but the recovery was handled well. Within 95 minutes the desk agent rebooked me, issued a hotel or meal voucher, and clearly explained baggage and boarding instructions for the new itinerary.",4,Solo Leisure,ORD-MCO,Economy,False,cancellation,"Same-day cancellation with surprisingly clear support | My flight from ORD to MCO on British Airways was cancelled, but the recovery was handled well. Within 95 minutes the desk agent rebooked me, issued a hotel or meal voucher, and clearly explained baggage and boarding instructions for the new itinerary.",True
synthetic_00236,Synthetic Fallback Dataset,British Airways,2026-01-30,Slow but successful refund process,"I did receive a refund for the disrupted British Airways trip from CLT to LGA, but it took about 35 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",3,Couple Leisure,CLT-LGA,Economy,False,refund,"Slow but successful refund process | I did receive a refund for the disrupted British Airways trip from CLT to LGA, but it took about 35 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",True
synthetic_00237,Synthetic Fallback Dataset,Southwest,2024-06-29,Standby and app rebooking both failed,"After a disruption on Southwest from JFK to LAX, the rebooking process was the most frustrating part. I waited about 35 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",1,Visiting Friends and Relatives,JFK-LAX,Economy,False,rebooking,"Standby and app rebooking both failed | After a disruption on Southwest from JFK to LAX, the rebooking process was the most frustrating part. I waited about 35 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00238,Synthetic Fallback Dataset,United,2025-09-22,Cancelled flight and chaotic recovery,"My United flight from CLT to LGA was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",1,Family Leisure,CLT-LGA,Economy,False,cancellation,"Cancelled flight and chaotic recovery | My United flight from CLT to LGA was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00239,Synthetic Fallback Dataset,Alaska,2025-08-28,Hours late and no realistic departure time,My economy flight on Alaska from MSP to SEA left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. My partner and I were traveling for a weekend getaway. I missed my connection and no one offered a useful recovery option.,1,Couple Leisure,MSP-SEA,Economy,False,delay,Hours late and no realistic departure time | My economy flight on Alaska from MSP to SEA left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. My partner and I were traveling for a weekend getaway. I missed my connection and no one offered a useful recovery option.,True
synthetic_00240,Synthetic Fallback Dataset,Southwest,2025-01-31,Hours late and no realistic departure time,"My premium economy flight on Southwest from ORD to MCO left 2 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling with family, which made the disruption harder to manage. I missed my connection and no one offered a useful recovery option.",1,Family Leisure,ORD-MCO,Premium Economy,False,delay,"Hours late and no realistic departure time | My premium economy flight on Southwest from ORD to MCO left 2 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling with family, which made the disruption harder to manage. I missed my connection and no one offered a useful recovery option.",True
synthetic_00241,Synthetic Fallback Dataset,Alaska,2024-10-30,Late departure with mixed communication,"Our Alaska flight from CLT to LGA was delayed about 7 hours. Updates came every 20 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",3,Business,CLT-LGA,Economy,True,delay,"Late departure with mixed communication | Our Alaska flight from CLT to LGA was delayed about 7 hours. Updates came every 20 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",True
synthetic_00242,Synthetic Fallback Dataset,United,2026-01-06,Delayed baggage but solid follow-up,"My bag was delayed after flying United from BOS to DEN, but the recovery was well handled. The baggage team sent updates, confirmed the tracing number, and delivered the luggage within 4 day instead of leaving me to chase multiple teams.",4,Business,BOS-DEN,Economy,True,baggage,"Delayed baggage but solid follow-up | My bag was delayed after flying United from BOS to DEN, but the recovery was well handled. The baggage team sent updates, confirmed the tracing number, and delivered the luggage within 4 day instead of leaving me to chase multiple teams.",True
synthetic_00243,Synthetic Fallback Dataset,British Airways,2026-01-12,Cancelled flight and chaotic recovery,"My British Airways flight from BOS to DEN was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",1,Family Leisure,BOS-DEN,Economy,False,cancellation,"Cancelled flight and chaotic recovery | My British Airways flight from BOS to DEN was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00244,Synthetic Fallback Dataset,British Airways,2025-12-01,Delay was frustrating but manageable,"Our British Airways flight from DFW to SFO was delayed about 2 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",3,Visiting Friends and Relatives,DFW-SFO,Economy,False,delay,"Delay was frustrating but manageable | Our British Airways flight from DFW to SFO was delayed about 2 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",True
synthetic_00245,Synthetic Fallback Dataset,Spirit,2025-08-30,Rebooking process was exhausting,"After a disruption on Spirit from ORD to MCO, the rebooking process was the most frustrating part. I waited about 50 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",2,Couple Leisure,ORD-MCO,Economy,False,rebooking,"Rebooking process was exhausting | After a disruption on Spirit from ORD to MCO, the rebooking process was the most frustrating part. I waited about 50 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00246,Synthetic Fallback Dataset,American,2025-11-03,Conflicting information from app and gate staff,"The biggest issue on my American trip from ORD to MCO was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Visiting Friends and Relatives,ORD-MCO,Premium Economy,False,communication,"Conflicting information from app and gate staff | The biggest issue on my American trip from ORD to MCO was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00247,Synthetic Fallback Dataset,Alaska,2024-10-12,Cancellation with no clear next steps,"My Alaska flight from SFO to EWR was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling alone for a short personal trip. I ended up paying for my own hotel and finding a backup flight myself.",2,Solo Leisure,SFO-EWR,Economy,True,cancellation,"Cancellation with no clear next steps | My Alaska flight from SFO to EWR was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling alone for a short personal trip. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00248,Synthetic Fallback Dataset,Air Canada,2026-02-18,"App, gate, and phone support all disagreed","My Air Canada flight from LAX to LAS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",1,Couple Leisure,LAX-LAS,Business Class,False,cancellation,"App, gate, and phone support all disagreed | My Air Canada flight from LAX to LAS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00249,Synthetic Fallback Dataset,JetBlue,2024-12-09,Lost luggage and poor follow-up,"My checked bag did not arrive after flying JetBlue from DEN to SAN. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 3 days later with no proactive communication.",2,Solo Leisure,DEN-SAN,Economy,False,baggage,"Lost luggage and poor follow-up | My checked bag did not arrive after flying JetBlue from DEN to SAN. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 3 days later with no proactive communication.",True
synthetic_00250,Synthetic Fallback Dataset,Frontier,2025-07-15,Refund took far too long,"After my disrupted trip on Frontier from ATL to BOS, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",1,Visiting Friends and Relatives,ATL-BOS,Business Class,False,refund,"Refund took far too long | After my disrupted trip on Frontier from ATL to BOS, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00251,Synthetic Fallback Dataset,British Airways,2025-06-22,Cancelled flight and chaotic recovery,"My British Airways flight from PHL to AUS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling for work and had a time-sensitive schedule. I ended up paying for my own hotel and finding a backup flight myself.",1,Business,PHL-AUS,Economy,False,cancellation,"Cancelled flight and chaotic recovery | My British Airways flight from PHL to AUS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling for work and had a time-sensitive schedule. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00252,Synthetic Fallback Dataset,American,2024-08-15,Delay was frustrating but manageable,"Our American flight from PHX to ATL was delayed about 7 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",3,Family Leisure,PHX-ATL,Economy,False,delay,"Delay was frustrating but manageable | Our American flight from PHX to ATL was delayed about 7 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",True
synthetic_00253,Synthetic Fallback Dataset,United,2024-11-26,Conflicting information from app and gate staff,"The biggest issue on my United trip from CLT to LGA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Visiting Friends and Relatives,CLT-LGA,Economy,False,communication,"Conflicting information from app and gate staff | The biggest issue on my United trip from CLT to LGA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00254,Synthetic Fallback Dataset,United,2025-11-18,"App, gate, and phone support all disagreed","My United flight from IAD to MIA was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",2,Couple Leisure,IAD-MIA,Economy,False,cancellation,"App, gate, and phone support all disagreed | My United flight from IAD to MIA was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00255,Synthetic Fallback Dataset,Lufthansa,2025-10-25,Support eventually solved it,"I contacted customer support after my Lufthansa trip from SFO to EWR went off track. The team was polite, but it still took roughly 25 minutes and multiple contacts before someone actually resolved the case.",4,Business,SFO-EWR,First Class,True,customer_support,"Support eventually solved it | I contacted customer support after my Lufthansa trip from SFO to EWR went off track. The team was polite, but it still took roughly 25 minutes and multiple contacts before someone actually resolved the case.",True
synthetic_00256,Synthetic Fallback Dataset,Lufthansa,2024-01-31,Rebooking process was exhausting,"After a disruption on Lufthansa from PHX to ATL, the rebooking process was the most frustrating part. I waited about 20 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",2,Couple Leisure,PHX-ATL,Business Class,False,rebooking,"Rebooking process was exhausting | After a disruption on Lufthansa from PHX to ATL, the rebooking process was the most frustrating part. I waited about 20 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00257,Synthetic Fallback Dataset,Lufthansa,2025-09-15,Conflicting information from app and gate staff,"The biggest issue on my Lufthansa trip from PHX to ATL was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",1,Couple Leisure,PHX-ATL,Economy,False,communication,"Conflicting information from app and gate staff | The biggest issue on my Lufthansa trip from PHX to ATL was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00258,Synthetic Fallback Dataset,Lufthansa,2024-07-18,Late departure but clear updates throughout,"We still departed 4 hours late on Lufthansa from PHL to AUS, but this was one of the better recoveries I have seen. The airline sent text updates every 60 minutes, gate staff explained the reason for the delay, and an agent protected my onward connection before boarding.",4,Family Leisure,PHL-AUS,Economy,True,delay,"Late departure but clear updates throughout | We still departed 4 hours late on Lufthansa from PHL to AUS, but this was one of the better recoveries I have seen. The airline sent text updates every 60 minutes, gate staff explained the reason for the delay, and an agent protected my onward connection before boarding.",True
synthetic_00259,Synthetic Fallback Dataset,JetBlue,2025-10-14,Cancelled flight recovered well,"My flight from SFO to EWR on JetBlue was cancelled, but the recovery was handled well. Within 95 minutes the desk agent rebooked me, issued a hotel or meal voucher, and clearly explained baggage and boarding instructions for the new itinerary.",4,Family Leisure,SFO-EWR,Economy,True,cancellation,"Cancelled flight recovered well | My flight from SFO to EWR on JetBlue was cancelled, but the recovery was handled well. Within 95 minutes the desk agent rebooked me, issued a hotel or meal voucher, and clearly explained baggage and boarding instructions for the new itinerary.",True
synthetic_00260,Synthetic Fallback Dataset,Air Canada,2025-11-07,Conflicting information from app and gate staff,"The biggest issue on my Air Canada trip from BOS to DEN was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Family Leisure,BOS-DEN,Premium Economy,False,communication,"Conflicting information from app and gate staff | The biggest issue on my Air Canada trip from BOS to DEN was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00261,Synthetic Fallback Dataset,Lufthansa,2026-02-20,Rebooking process was exhausting,"After a disruption on Lufthansa from DEN to SAN, the rebooking process was the most frustrating part. I waited about 75 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",2,Family Leisure,DEN-SAN,Economy,False,rebooking,"Rebooking process was exhausting | After a disruption on Lufthansa from DEN to SAN, the rebooking process was the most frustrating part. I waited about 75 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00262,Synthetic Fallback Dataset,Southwest,2024-08-01,Refund took far too long,"After my disrupted trip on Southwest from BOS to DEN, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",2,Visiting Friends and Relatives,BOS-DEN,Economy,False,refund,"Refund took far too long | After my disrupted trip on Southwest from BOS to DEN, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00263,Synthetic Fallback Dataset,United,2025-07-21,Delay was frustrating but manageable,"Our United flight from PHL to AUS was delayed about 6 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",3,Visiting Friends and Relatives,PHL-AUS,First Class,False,delay,"Delay was frustrating but manageable | Our United flight from PHL to AUS was delayed about 6 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",True
synthetic_00264,Synthetic Fallback Dataset,JetBlue,2025-05-01,Refund took far too long,"After my disrupted trip on JetBlue from SEA to ORD, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",1,Visiting Friends and Relatives,SEA-ORD,Economy,False,refund,"Refund took far too long | After my disrupted trip on JetBlue from SEA to ORD, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00265,Synthetic Fallback Dataset,Delta,2024-12-13,Confusing voucher and refund policy,"After my disrupted trip on Delta from PHX to ATL, the refund process became a second problem. It took 14 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",2,Couple Leisure,PHX-ATL,Premium Economy,False,refund,"Confusing voucher and refund policy | After my disrupted trip on Delta from PHX to ATL, the refund process became a second problem. It took 14 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00266,Synthetic Fallback Dataset,Lufthansa,2024-05-28,Cancellation with no clear next steps,"My Lufthansa flight from ATL to BOS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",1,Family Leisure,ATL-BOS,Economy,False,cancellation,"Cancellation with no clear next steps | My Lufthansa flight from ATL to BOS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00267,Synthetic Fallback Dataset,Frontier,2024-11-14,Customer support kept sending me in circles,"Customer support was the hardest part of my disrupted Frontier trip from JFK to LAX. I spent about 45 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",1,Solo Leisure,JFK-LAX,Economy,False,customer_support,"Customer support kept sending me in circles | Customer support was the hardest part of my disrupted Frontier trip from JFK to LAX. I spent about 45 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00268,Synthetic Fallback Dataset,JetBlue,2024-03-21,Every agent gave a different answer on the refund,"After my disrupted trip on JetBlue from DEN to SAN, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",2,Couple Leisure,DEN-SAN,Economy,False,refund,"Every agent gave a different answer on the refund | After my disrupted trip on JetBlue from DEN to SAN, the refund process became a second problem. It took 35 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00269,Synthetic Fallback Dataset,Alaska,2025-06-02,Long hold times and conflicting advice,"Customer support was the hardest part of my disrupted Alaska trip from SEA to ORD. I spent about 85 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",1,Solo Leisure,SEA-ORD,Business Class,False,customer_support,"Long hold times and conflicting advice | Customer support was the hardest part of my disrupted Alaska trip from SEA to ORD. I spent about 85 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00270,Synthetic Fallback Dataset,Spirit,2024-08-17,Customer support kept sending me in circles,"Customer support was the hardest part of my disrupted Spirit trip from PHL to AUS. I spent about 25 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",2,Couple Leisure,PHL-AUS,First Class,False,customer_support,"Customer support kept sending me in circles | Customer support was the hardest part of my disrupted Spirit trip from PHL to AUS. I spent about 25 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00271,Synthetic Fallback Dataset,United,2024-09-04,Cancelled flight and chaotic recovery,"My United flight from MIA to JFK was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",1,Couple Leisure,MIA-JFK,Economy,False,cancellation,"Cancelled flight and chaotic recovery | My United flight from MIA to JFK was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00272,Synthetic Fallback Dataset,Alaska,2024-12-30,Cancelled flight with average service recovery,"The flight from DEN to SAN on Alaska was cancelled the same evening. It took around 25 minutes to get rebooked and the process was not especially organized, but an airport agent eventually placed me on a flight the next morning.",3,Solo Leisure,DEN-SAN,Economy,True,cancellation,"Cancelled flight with average service recovery | The flight from DEN to SAN on Alaska was cancelled the same evening. It took around 25 minutes to get rebooked and the process was not especially organized, but an airport agent eventually placed me on a flight the next morning.",True
synthetic_00273,Synthetic Fallback Dataset,American,2025-08-06,Long delay and almost no communication,My premium economy flight on American from ORD to MCO left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,1,Solo Leisure,ORD-MCO,Premium Economy,False,delay,Long delay and almost no communication | My premium economy flight on American from ORD to MCO left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,True
synthetic_00274,Synthetic Fallback Dataset,Southwest,2025-08-30,Bag never arrived when promised,"My checked bag did not arrive after flying Southwest from IAD to MIA. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 4 days later with no proactive communication.",2,Couple Leisure,IAD-MIA,Economy,False,baggage,"Bag never arrived when promised | My checked bag did not arrive after flying Southwest from IAD to MIA. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 4 days later with no proactive communication.",True
synthetic_00275,Synthetic Fallback Dataset,Delta,2025-06-20,Cancelled flight and chaotic recovery,"My Delta flight from DFW to SFO was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",2,Couple Leisure,DFW-SFO,Business Class,False,cancellation,"Cancelled flight and chaotic recovery | My Delta flight from DFW to SFO was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00276,Synthetic Fallback Dataset,Spirit,2026-01-13,Conflicting information from app and gate staff,"The biggest issue on my Spirit trip from MSP to SEA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Business,MSP-SEA,Economy,False,communication,"Conflicting information from app and gate staff | The biggest issue on my Spirit trip from MSP to SEA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00277,Synthetic Fallback Dataset,British Airways,2024-11-29,Cancelled flight and chaotic recovery,"My British Airways flight from ATL to BOS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",1,Family Leisure,ATL-BOS,Economy,False,cancellation,"Cancelled flight and chaotic recovery | My British Airways flight from ATL to BOS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00278,Synthetic Fallback Dataset,British Airways,2025-05-25,No proactive updates during the disruption,"The biggest issue on my British Airways trip from CLT to LGA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Couple Leisure,CLT-LGA,Economy,False,communication,"No proactive updates during the disruption | The biggest issue on my British Airways trip from CLT to LGA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00279,Synthetic Fallback Dataset,Air Canada,2024-11-13,Refund eventually came through,"I did receive a refund for the disrupted Air Canada trip from JFK to LAX, but it took about 10 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",3,Visiting Friends and Relatives,JFK-LAX,Economy,True,refund,"Refund eventually came through | I did receive a refund for the disrupted Air Canada trip from JFK to LAX, but it took about 10 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",True
synthetic_00280,Synthetic Fallback Dataset,Frontier,2024-02-03,Customer service recovered the situation well,"My disrupted Frontier trip from ATL to BOS started badly, but customer support recovered it. After about 85 minutes, one agent took ownership, documented the case clearly, and stayed with it until the rebooking or refund was confirmed.",4,Solo Leisure,ATL-BOS,Economy,True,customer_support,"Customer service recovered the situation well | My disrupted Frontier trip from ATL to BOS started badly, but customer support recovered it. After about 85 minutes, one agent took ownership, documented the case clearly, and stayed with it until the rebooking or refund was confirmed.",True
synthetic_00281,Synthetic Fallback Dataset,Emirates,2024-03-15,"App, gate, and phone support all disagreed","My Emirates flight from LAX to LAS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",1,Family Leisure,LAX-LAS,Economy,False,cancellation,"App, gate, and phone support all disagreed | My Emirates flight from LAX to LAS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00282,Synthetic Fallback Dataset,Southwest,2024-11-10,Delay was frustrating but manageable,"Our Southwest flight from CLT to LGA was delayed about 6 hours. Updates came every 20 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",4,Solo Leisure,CLT-LGA,Economy,True,delay,"Delay was frustrating but manageable | Our Southwest flight from CLT to LGA was delayed about 6 hours. Updates came every 20 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",True
synthetic_00283,Synthetic Fallback Dataset,JetBlue,2025-05-12,Baggage issue with almost no visibility,"My checked bag did not arrive after flying JetBlue from SEA to ORD. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 4 days later with no proactive communication.",1,Couple Leisure,SEA-ORD,Economy,False,baggage,"Baggage issue with almost no visibility | My checked bag did not arrive after flying JetBlue from SEA to ORD. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 4 days later with no proactive communication.",True
synthetic_00284,Synthetic Fallback Dataset,Alaska,2026-02-28,Late departure with mixed communication,"Our Alaska flight from SEA to ORD was delayed about 2 hours. Updates came every 30 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",3,Family Leisure,SEA-ORD,Economy,True,delay,"Late departure with mixed communication | Our Alaska flight from SEA to ORD was delayed about 2 hours. Updates came every 30 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",True
synthetic_00285,Synthetic Fallback Dataset,JetBlue,2025-09-17,Rebooking process was exhausting,"After a disruption on JetBlue from PHX to ATL, the rebooking process was the most frustrating part. I waited about 75 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",1,Solo Leisure,PHX-ATL,Economy,False,rebooking,"Rebooking process was exhausting | After a disruption on JetBlue from PHX to ATL, the rebooking process was the most frustrating part. I waited about 75 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00286,Synthetic Fallback Dataset,Spirit,2025-11-27,Communication failed at every step,"The biggest issue on my Spirit trip from BOS to DEN was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",1,Solo Leisure,BOS-DEN,Economy,True,communication,"Communication failed at every step | The biggest issue on my Spirit trip from BOS to DEN was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00287,Synthetic Fallback Dataset,Spirit,2026-01-11,Long delay and almost no communication,My premium economy flight on Spirit from ORD to MCO left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling to visit family and needed predictable timing. I missed my connection and no one offered a useful recovery option.,1,Visiting Friends and Relatives,ORD-MCO,Premium Economy,False,delay,Long delay and almost no communication | My premium economy flight on Spirit from ORD to MCO left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling to visit family and needed predictable timing. I missed my connection and no one offered a useful recovery option.,True
